VENDORORGANIZATIONNAME,ADDRESSLOCATIONROLES,VENDORACCOUNTNUMBER,FORMATTEDADDRESS,ADDRESSCITY,ADDRESSCOUNTRYREGIONID,ADDRESSCOUNTYID,ADDRESSDESCRIPTION,ADDRESSLOCATIONID,ADDRESSSTATEID,ADDRESSSTREET,ADDRESSSTREETNUMBER,ADDRESSVALIDFROM,ADDRESSVALIDTO,ADDRESSZIPCODE,DATAAREAID
CITY OF TAMPA,Remit to,V004917,"PO BOX 31047
TAMPA, FL  33631",TAMPA,USA,,CITY OF TAMPA,L000044457,FL,PO BOX 31047,,06/13/2018 06:19:16,12/31/2154 16:59:59,33631,101
CITY OF TAMPA,Business;Remit to,V004917,"P.O. BOX 30191
TAMPA, FL  33630-3191",TAMPA,USA,,CITY OF TAMPA-UTILITIES,L000036325,FL,P.O. BOX 30191,,03/19/2018 14:43:51,12/31/2154 16:59:59,33630-3191,101
CITY OF TAMPA,Business;Remit to,V004917,"306 E. JACKSON STREET, 7TH FLOOR EAST
TAMPA, FL  33602",TAMPA,USA,,CITY OF TAMPA - HAZARDOUS WASTE FEE,L000033655,FL,"306 E. JACKSON STREET, 7TH FLOOR EAST",,12/20/2019 05:07:11,12/31/2154 23:59:59,33602,101
CITY OF TAYLOR,Remit to,V004918,"P.O. BOX 248
TAYLOR, MI  48180",TAYLOR,USA,,CITY OF TAYLOR/ALARMS,L000250771,MI,P.O. BOX 248,,05/31/2023 19:52:30,12/31/2154 23:59:59,48180,101
CITY OF TAYLOR,Business;Remit to,V004918,"23555 GODDARD RD
TAYLOR, MI  48180",TAYLOR,USA,,CITY OF TAYLOR,L000036326,MI,23555 GODDARD RD,,03/19/2018 14:43:51,12/31/2154 16:59:59,48180,101
CITY OF TAYLOR,Business;Remit to,V004918,"P.O. BOX 335
TAYLOR, MI  48180-0335",TAYLOR,USA,,CITY OF TAYLOR,L000033657,MI,P.O. BOX 335,,12/20/2019 05:07:12,12/31/2154 23:59:59,48180-0335,101
CITY OF TAYLOR WATER DEPARTMENT,Business;Remit to,V004919,"P.O. BOX 298
TAYLOR, MI  48180",TAYLOR,USA,,CITY OF TAYLOR WATER DEPARTMENT,L000033658,MI,P.O. BOX 298,,12/20/2019 05:07:13,12/31/2154 23:59:59,48180,101
CITY OF TULSA,Business;Remit to,V004920,"TULSA, OK  74187-0002",TULSA,USA,,CITY OF TULSA UTILITIES SERVICES,L000036327,OK,,,12/20/2019 05:07:14,12/31/2154 23:59:59,74187-0002,101
CITY OF TULSA,Business;Remit to,V004920,"INDUSTRIAL PRETREATMENT, 4818 S ELWOOD AVE
TULSA, OK  74107",TULSA,USA,,CITY OF TULSA,L000033659,OK,"INDUSTRIAL PRETREATMENT, 4818 S ELWOOD AVE",,03/19/2018 14:32:37,12/31/2154 16:59:59,74107,101
CITY OF VERNON,Business;Remit to,V004921,"FINANCE DEPARTMENT, 4305 S SANTA FE AVE
VERNON, CA  90058",VERNON,USA,,CITY OF VERNON,L000033661,CA,"FINANCE DEPARTMENT, 4305 S SANTA FE AVE",,12/20/2019 05:07:15,12/31/2154 23:59:59,90058,101
CITY OF WAYNE,Business;Remit to,V004922,"3355 S. WAYNE ROAD
WAYNE, MI  48184",WAYNE,USA,,CITY OF WAYNE,L000033663,MI,3355 S. WAYNE ROAD,,12/20/2019 05:07:16,12/31/2154 23:59:59,48184,101
CITY OF WEST BUECHEL,Business;Remit to,V004923,"3705 BASHFORD AVE
WEST BUECHEL, KY  40218",WEST BUECHEL,USA,,CITY OF WEST BUECHEL,L000033665,KY,3705 BASHFORD AVE,,12/20/2019 05:07:17,12/31/2154 23:59:59,40218,101
CITY OF WESTLAND,Business;Remit to,V004924,"36300 WARREN RD
WESTLAND, MI  48185",WESTLAND,USA,,CITY OF WESTLAND,L000033666,MI,36300 WARREN RD,,12/20/2019 05:07:18,12/31/2154 23:59:59,48185,101
"CITY OF YORK, PENNSYLVANIA",Business;Remit to,V004925,"130 E MARKET ST
YORK, PA  17401",YORK,USA,,THE YORK WATER COMPANY,L000086733,PA,130 E MARKET ST,,10-01-2020 17:55,12/31/2154 23:59:59,17401,101
"CITY OF YORK, PENNSYLVANIA",Remit to,V004925,"1625 TORONITA STREET
YORK, PA  17402",YORK,USA,,CITY OF YORK,L000043733,PA,1625 TORONITA STREET,,05/17/2018 12:10:00,12/31/2154 16:59:59,17402,101
"CITY OF YORK, PENNSYLVANIA",Business;Remit to,V004925,"50 WEST KING STREET
YORK, PA  17401-1413",YORK,USA,,CITY OF YORK REVENUE OFFICER,L000036330,PA,50 WEST KING STREET,,03/19/2018 14:43:52,12/31/2154 16:59:59,17401-1413,101
"CITY OF YORK, PENNSYLVANIA",Business;Remit to,V004925,"ATTN: FINANCE DEPARTMENT, PO BOX 509
YORK, PA  17405",YORK,USA,,CITY OF YORK,L000036329,PA,"ATTN: FINANCE DEPARTMENT, PO BOX 509",,03/19/2018 14:43:52,12/31/2154 16:59:59,17405,101
"CITY OF YORK, PENNSYLVANIA",Business;Remit to,V004925,"43 S. DUKE STREET
YORK, PA  17401",YORK,USA,,CITY OF YORK DEPT OF FIRE RESCUE SVC,L000036328,PA,43 S. DUKE STREET,,03/19/2018 14:43:52,12/31/2154 16:59:59,17401,101
"CITY TREASURER, TAX COLLECTOR",Business;Remit to,V004926,"P.O. BOX 509, 101 SOUTH GEORGE STREET
YORK, PA  17401-0509",YORK,USA,,"CITY TREASURER, TAX COLLECTOR",L000033670,PA,"P.O. BOX 509, 101 SOUTH GEORGE STREET",,12/20/2019 05:07:21,12/31/2154 23:59:59,17401-0509,101
COLORADO PUBLIC UTILITIES COMMISSION,Business;Remit to,V004927,"1560 BROADWAY SUITE 250
DENVER, CO  80202-5143",DENVER,USA,,COLORADO PUBLIC UTILITIES COMMISSION,L000033672,CO,1560 BROADWAY SUITE 250,,12/20/2019 05:07:22,12/31/2154 23:59:59,80202-5143,101
COMMISSIONER OF LABOR & WORKFORCE DEVE,Business;Remit to,V004928,"PO BOX 389
TRENTON, NJ  08625",TRENTON,USA,,COMMISSIONER OF LABOR & WORKFORCE DEVE,L000033674,NJ,PO BOX 389,,12/20/2019 05:07:23,12/31/2154 23:59:59,08625,101
COMMISSIONER OF TAXATION AND FINANCE,Business;Remit to,V004929,"NYS TAX DEPT-RPC-HUT PO BOX 15166 PO BOX 15166
ALBANY, NY  12212-5166",ALBANY,USA,,COMMISSIONER OF TAX & FIN,L000356106,NY,NYS TAX DEPT-RPC-HUT PO BOX 15166 PO BOX 15166,,07/25/2024 00:00:00,12/31/2154 23:59:59,12212-5166,101
COMMISSIONER OF TAXATION AND FINANCE,Business;Remit to,V004929,"NYS ASSESSMENT RECEIVABLES
PO BOX 4127
BINGHAMTON, NY  13902-4127",BINGHAMTON,USA,,COMMISSIONER OF TAXATION AND FINANCE,L000060232,NY,"NYS ASSESSMENT RECEIVABLES
PO BOX 4127",,07/15/2019 05:11:42,12/31/2154 16:59:59,13902-4127,101
COMMISSIONER OF TAXATION AND FINANCE,Business;Remit to,V004929,"NYTS DEPT OF TAXATION AND FINANCE, BUFFALO OFFICE DISTRICT SALES TAX SECTIO, 77 BROADWAY SUITE 112
BUFFALO, NY  14203-1670",BUFFALO,USA,,COMMISSIONER OF TAXATION AND FINANCE,L000033675,NY,"NYTS DEPT OF TAXATION AND FINANCE, BUFFALO OFFICE DISTRICT SALES TAX SECTIO, 77 BROADWAY SUITE 112",,12/20/2019 05:07:24,12/31/2154 23:59:59,14203-1670,101
COMMONWEALTH OF MASSACHUSETTS DEP,Remit to,V004930,"EZDRIVEMA PYMT PROC CENTER
P.O. BOX 847840
BOSTON, MA  02284-7840",BOSTON,USA,,COMMONWEALTH OF MASSACHUSETTS,L000360734,MA,"EZDRIVEMA PYMT PROC CENTER
P.O. BOX 847840",,08/15/2024 14:31:25,12/31/2154 23:59:59,02284-7840,101
COMMONWEALTH OF MASSACHUSETTS DEP,Business;Remit to,V004930,"KYRA SILVA, FINANCE OFFICER
470 WORCESTER RD
FRAMINGHAM, MA  01702",FRAMINGHAM,USA,,MASSACHUSETTS DEPT OF STATE POLICE,L000313120,MA,"KYRA SILVA, FINANCE OFFICER
470 WORCESTER RD",,02-09-2024 15:16,12/31/2154 23:59:59,01702,101
COMMONWEALTH OF MASSACHUSETTS DEP,Business;Remit to,V004930,"DEP TRANSPORTER FEE PROGRAM PO BOX 4062
BOSTON, MA  02211",BOSTON,USA,,COMMONWEALTH OF MASS DEP TRANSPORTER FEE PROGRAM,L000277248,MA,DEP TRANSPORTER FEE PROGRAM PO BOX 4062,,08-11-2023 00:00,12/31/2154 00:00:00,02211,101
COMMONWEALTH OF MASSACHUSETTS DEP,Business;Remit to,V004930,"STATE POLICE- MASTER LOCKBOX PO BOX 417638
BOSTON, MA  02241-7638",BOSTON,USA,,COMMONWEALTH OF MASS,L000277247,MA,STATE POLICE- MASTER LOCKBOX PO BOX 417638,,08-11-2023 00:00,12/31/2154 00:00:00,02241-7638,101
COMMONWEALTH OF MASSACHUSETTS DEP,Remit to,V004930,"COMMONWEALTH MASTER LOCK BOX 
PO BOX 3982
BOSTON, MA  02241",BOSTON,USA,,COMMONWEALTH OF MASSACHUSETTS,L000168062,MA,"COMMONWEALTH MASTER LOCK BOX 
PO BOX 3982",,03/23/2022 18:20:08,12/31/2154 23:59:59,02241,101
COMMONWEALTH OF MASSACHUSETTS DEP,Business;Remit to,V004930,"MASSACHUSETSS DEPARTMENT OF UNEMPLOYMENT ASSISTANCE
PO BOX 419815
BOSTON, MA  02241-9815",BOSTON,USA,,COMMONWEALTH OF MASSACHUSETTS,L000084102,MA,"MASSACHUSETSS DEPARTMENT OF UNEMPLOYMENT ASSISTANCE
PO BOX 419815",,08/28/2020 19:41:36,12/31/2154 23:59:59,02241-9815,101
COMMONWEALTH OF MASSACHUSETTS DEP,Business;Remit to,V004930,"136 BLACKSTONE STREET
3RD FLOOR
BOSTON, MA  02109-1502",BOSTON,USA,,COMMONWEALTH OF MASSACHUSETTS,L000036332,MA,"136 BLACKSTONE STREET
3RD FLOOR",,09-09-2024 17:16,12/31/2154 16:59:59,02109-1502,101
COMMONWEALTH OF MASSACHUSETTS DEP,Business;Remit to,V004930,"ONE ASHBURTON PLACE 17TH FLOOR
BOSTON, MA  02108",BOSTON,USA,,COMMONWEALTH OF MASSACHUSETTS,L000036331,MA,ONE ASHBURTON PLACE 17TH FLOOR,,03/19/2018 14:43:52,12/31/2154 16:59:59,02108,101
COMMONWEALTH OF MASSACHUSETTS DEP,Business;Remit to,V004930,"MASSDEP, P O BOX 4062
BOSTON, MA  02211",BOSTON,USA,,COMMONWEALTH OF MASSACHUSETTS DEP,L000033676,MA,"MASSDEP, P O BOX 4062",,12/20/2019 04:22:34,12/31/2154 23:59:59,02211,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"P.O. BOX 60848
HARRISBURG, PA  17106-0848",HARRISBURG,USA,,OFFICE OF UC TAX SERVICES,L000323454,PA,P.O. BOX 60848,,04/15/2024 12:06:00,12/31/2154 23:59:59,17106-0848,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"DEP. OF ENVIRON. PROTECTION PO BOX 8550
HARRISBURG, PA  17105-8550",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000277723,PA,DEP. OF ENVIRON. PROTECTION PO BOX 8550,,08-11-2023 00:00,12/31/2154 00:00:00,17105-8550,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"HAZARDOUS SITES CLEANUP FUND 400 MARKET STREET 14 FLOOR PO BOX. 8550
HARRISBURG, PA  17105",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000277250,PA,HAZARDOUS SITES CLEANUP FUND 400 MARKET STREET 14 FLOOR PO BOX. 8550,,08-11-2023 00:00,12/31/2154 00:00:00,17105,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"P.O BOX 8550
HARRISBURG, PA  17105",HARRISBURG,USA,,COMMONWEALTH OF PA P.O BOX 8550,L000277249,PA,P.O BOX 8550,,08-11-2023 00:00,12/31/2154 00:00:00,17105,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"DEPARTMENT OF LABOR AND INDUSTRY 651 BOAS STREET
HARRISBURG, PA  17121",HARRISBURG,USA,,COMMONWEALTH OF PA BUREAU OF OCCUP & INDUSTRIAL,L000277246,PA,DEPARTMENT OF LABOR AND INDUSTRY 651 BOAS STREET,,08-11-2023 00:00,12/31/2154 00:00:00,17121,101
COMMONWEALTH OF PENNSYLVANIA,Remit to,V004931,"33 SOUTH MAIN STREET
MAGISTERIAL DISTRICT NO. MDJ-21-3-05
SHENANDOAH, PA  17976",SHENANDOAH,USA,,COMMONWEALTH OF PENNSYLVANIA,L000200753,PA,"33 SOUTH MAIN STREET
MAGISTERIAL DISTRICT NO. MDJ-21-3-05",,10/13/2022 15:22:12,12/31/2154 23:59:59,17976,101
COMMONWEALTH OF PENNSYLVANIA,Remit to,V004931,"PO BOX 783473
PHILADELPHIA, PA  19178-3473",PHILADELPHIA,USA,,COMMONWEALTH OF PENNSYLVANIA,L000168260,PA,PO BOX 783473,,03/24/2022 15:16:57,12/31/2154 23:59:59,19178-3473,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"DEP'T OF LABOR AND INDUSTRY ACCESSIBILITY ADVISORY BOARD 651 BOAS STREET ROOM 1600
HARRISBURG, PA  17121-0750",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000065410,PA,DEP'T OF LABOR AND INDUSTRY ACCESSIBILITY ADVISORY BOARD 651 BOAS STREET ROOM 1600,,11/20/2019 10:01:48,12/31/2154 16:59:59,17121-0750,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"PO BOX 68691
HARRISBURG, PA  17106-8691",HARRISBURG,USA,,COMMONWEALTH OF PA,L000057783,PA,PO BOX 68691,,05/22/2019 12:07:02,12/31/2154 16:59:59,17106-8691,101
COMMONWEALTH OF PENNSYLVANIA,Remit to,V004931,"DIV OF HAZ WASTE MANAGEMENT
PO BOX 69170
HARRISBURG, PA  17106",HARRISBURG,USA,,PENNSYLVANIA DEPT OF ENV PROTECTION,L000048628,PA,"DIV OF HAZ WASTE MANAGEMENT
PO BOX 69170",,10/23/2018 08:35:34,12/31/2154 16:59:59,17106,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"PA DEPT OF AGRICULTURE, BUREAU OF RIDE AND MEASUREMENT STANDARDS, 2301 NORTH CAMERON ST
HARRISBURG, PA  17110-9408",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000036345,PA,"PA DEPT OF AGRICULTURE, BUREAU OF RIDE AND MEASUREMENT STANDARDS, 2301 NORTH CAMERON ST",,03/19/2018 14:43:54,12/31/2154 16:59:59,17110-9408,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"DEPARTMENT OF ENVIRONMENTAL PROTECTION, BUREAU OF LABORATORIES, LABORATORY ACCREDITATION PROGRAM, 2575 INTERSTATE DRIVE
HARRISBURG, PA  17110-9332",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000036344,PA,"DEPARTMENT OF ENVIRONMENTAL PROTECTION, BUREAU OF LABORATORIES, LABORATORY ACCREDITATION PROGRAM, 2575 INTERSTATE DRIVE",,03/19/2018 14:43:54,12/31/2154 16:59:59,17110-9332,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"SOUTHCENTRAL REGIONAL OFFICE, 909 ELMERTON AVENUE
HARRISBURG, PA  17110-8200",HARRISBURG,USA,,COMMONWEALTH OF PENN. CLEAN AIR FUND,L000036343,PA,"SOUTHCENTRAL REGIONAL OFFICE, 909 ELMERTON AVENUE",,03/19/2018 14:43:54,12/31/2154 16:59:59,17110-8200,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"RACHEL CARSON STATE OFFICE BUILDING, PO BOX 69170
HARRISBURG, PA  17106-9170",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000036342,PA,"RACHEL CARSON STATE OFFICE BUILDING, PO BOX 69170",,03/19/2018 14:43:54,12/31/2154 16:59:59,17106-9170,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"PA DEPT. OF TRANSPORTATION, BUREAU OF MOTOR VEHICLES, COMMERCIAL REGISTRATION SECTION, P.O. BOX 68285
HARRISBURG,, PA  17106-8285","HARRISBURG,",USA,,COMMONWEALTH OF PENNSYLVANIA,L000036341,PA,"PA DEPT. OF TRANSPORTATION, BUREAU OF MOTOR VEHICLES, COMMERCIAL REGISTRATION SECTION, P.O. BOX 68285",,03/19/2018 14:43:54,12/31/2154 16:59:59,17106-8285,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"PO BOX 8940
HARRISBURG, PA  17105-8940",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000036340,PA,PO BOX 8940,,03/19/2018 14:43:53,12/31/2154 16:59:59,17105-8940,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"PA DEPT OF ENVIRONMENTAL PROTECTION, RACHEL CARSON STATE OFFICE BUILDING, PO BOX 8550
HARRISBURG, PA  17105-8550",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000036339,PA,"PA DEPT OF ENVIRONMENTAL PROTECTION, RACHEL CARSON STATE OFFICE BUILDING, PO BOX 8550",,03/19/2018 14:43:53,12/31/2154 16:59:59,17105-8550,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"DEPT. OF ENVIRONMENTAL PROTECTION, PO BOX 8550
HARRISBURG, PA  17105-8550",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000036338,PA,"DEPT. OF ENVIRONMENTAL PROTECTION, PO BOX 8550",,03/19/2018 14:43:53,12/31/2154 16:59:59,17105-8550,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"P.O. BOX 1467
HARRISBURG, PA  17105-1467",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000036337,PA,P.O. BOX 1467,,03/19/2018 14:43:53,12/31/2154 16:59:59,17105-1467,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"PA STATE POLICE CRASH REPORT UNIT, 1800 ELMERTON AVENUE
HARRISBURG, PA  17110",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000036336,PA,"PA STATE POLICE CRASH REPORT UNIT, 1800 ELMERTON AVENUE",,03/19/2018 14:43:53,12/31/2154 16:59:59,17110,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"PA DEPT OF ENVIRONMENTAL PROTECTION, SOUTHCENTRAL REGIONAL OFFICE, 909 ELMERTON AVE
HARRISBURG, PA  17110",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000036335,PA,"PA DEPT OF ENVIRONMENTAL PROTECTION, SOUTHCENTRAL REGIONAL OFFICE, 909 ELMERTON AVE",,03/19/2018 14:43:53,12/31/2154 16:59:59,17110,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"PA DEP BUREAU OF CLEAN WATER, PO BOX 8466
HARRISBURG, PA  17105",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000036334,PA,"PA DEP BUREAU OF CLEAN WATER, PO BOX 8466",,03/19/2018 14:43:53,12/31/2154 16:59:59,17105,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"PADEP BUREAU OF WASTE MANAGEMENT, RACHEL CARSON OFFICE BLDG, 400 MARKET STREET 14TH FLOOR
HARRISBURG, PA  17101",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000036333,PA,"PADEP BUREAU OF WASTE MANAGEMENT, RACHEL CARSON OFFICE BLDG, 400 MARKET STREET 14TH FLOOR",,03/19/2018 14:43:52,12/31/2154 16:59:59,17101,101
COMMONWEALTH OF PENNSYLVANIA,Business;Remit to,V004931,"RACHEL CARSON STATE OFFICE BUILDING, PO BOX 8471
HARRISBURG, PA  17105-8471",HARRISBURG,USA,,COMMONWEALTH OF PENNSYLVANIA,L000033678,PA,"RACHEL CARSON STATE OFFICE BUILDING, PO BOX 8471",,12/20/2019 04:22:35,12/31/2154 23:59:59,17105-8471,101
COMPTROLLER OF MARYLAND,Business;Remit to,V004932,"PO BOX 17405
BALTIMORE, MD  21297-1405",BALTIMORE,USA,,COMPTROLLER OF MARYLAND-SUT,L000277711,MD,PO BOX 17405,,08-11-2023 00:00,12/31/2154 00:00:00,21297-1405,101
COMPTROLLER OF MARYLAND,Business;Remit to,V004932,"PO BOX 2999
ANNAPOLIS, MD  21404-2999",ANNAPOLIS,USA,,COMPTROLLER OF MARYLAND,L000036346,MD,PO BOX 2999,,09/19/2018 10:38:37,12/31/2154 16:59:59,21404-2999,101
COMPTROLLER OF MARYLAND,Business;Remit to,V004932,"REVENUE ADMINISTRATION DIVISION, 110 CARROLL ST
ANNAPOLIS, MD  21411-0001",ANNAPOLIS,USA,,COMPTROLLER OF MARYLAND,L000033679,MD,"REVENUE ADMINISTRATION DIVISION, 110 CARROLL ST",,12/20/2019 04:22:36,12/31/2154 23:59:59,21411-0001,101
CONNECTICUT DEPT OF ENERGY & ENV PROT,Business;Remit to,V004933,"ENVIRONMENTAL PROTECTION, 79 ELM ST
HARTFORD, CT  06106-5127",HARTFORD,USA,,CONNECTICUT DEPT OF ENERGY &,L000036349,CT,"ENVIRONMENTAL PROTECTION, 79 ELM ST",,03/19/2018 14:43:55,12/31/2154 16:59:59,06106-5127,101
CONNECTICUT DEPT OF ENERGY & ENV PROT,Business;Remit to,V004933,"EMPLOYMENT SECURITY DIVISION, PO BOX 2940
HARTFORD, CT  06104-2940",HARTFORD,USA,,CONNECTICUT DEPARTMENT OF LABOR,L000036348,CT,"EMPLOYMENT SECURITY DIVISION, PO BOX 2940",,03/19/2018 14:43:55,12/31/2154 16:59:59,06104-2940,101
CONNECTICUT DEPT OF ENERGY & ENV PROT,Business;Remit to,V004933,"PO BOX 2931
HARTFORD, CT  06104-2931",HARTFORD,USA,,CONNECTICUT DEPARTMENT OF REVENUE,L000036347,CT,PO BOX 2931,,03/19/2018 14:43:54,12/31/2154 16:59:59,06104-2931,101
CONNECTICUT DEPT OF ENERGY & ENV PROT,Business;Remit to,V004933,"CENTRAL PROCESSING UNIT, 79 ELM STREET
HARTFORD, CT  06106-5127",HARTFORD,USA,,CONNECTICUT DEPT OF ENERGY & ENV PROT,L000033681,CT,"CENTRAL PROCESSING UNIT, 79 ELM STREET",,12/20/2019 04:22:38,12/31/2154 23:59:59,06106-5127,101
COOK COUNTY COLLECTOR,Business;Remit to,V004934,"COOK COUNTY DEPT OF REVENUE, 25831 NETWORK PLACE
CHICAGO, IL  60673-1258",CHICAGO,USA,,COOK COUNTY COLLECTOR,L000033682,IL,"COOK COUNTY DEPT OF REVENUE, 25831 NETWORK PLACE",,12/20/2019 04:22:39,12/31/2154 23:59:59,60673-1258,101
COOK COUNTY TREASURER,Business;Remit to,V004935,"PO BOX 805436
CHICAGO, IL  60680-4116",CHICAGO,USA,,COOK COUNTY TREASURER,L000033684,IL,PO BOX 805436,,09-02-2021 11:59,12/31/2154 23:59:59,60680-4116,101
D. C. TREASURER,Business;Remit to,V004936,"899 NORTH CAPITOL STREET
NE, FIRST FLOOR
WASHINGTON, DC  20002",WASHINGTON,USA,,DC TREASURER  D.C. HEALTH-PHARMACY,L000267465,DC,"899 NORTH CAPITOL STREET
NE, FIRST FLOOR",,08/21/2023 17:35:55,12/31/2154 23:59:59,20002,101
D. C. TREASURER,Business;Remit to,V004936,"LICENSING ADMINISTRATION
899 NORTH CAPITAL ST, NE
2ND FLOOR
WASHINGTON, DC  20002",WASHINGTON,USA,,DC HEALTH REGULATION &,L000128798,DC,"LICENSING ADMINISTRATION
899 NORTH CAPITAL ST, NE
2ND FLOOR",,08/26/2021 19:23:55,12/31/2154 23:59:59,20002,101
D. C. TREASURER,Business;Remit to,V004936,"CORPORATION ESTIMATED FRANCHISE TAX
PO BOX 96019
WASHINGTON, DC  20090-6019",WASHINGTON,USA,,D. C. TREASURER,L000050228,DC,"CORPORATION ESTIMATED FRANCHISE TAX
PO BOX 96019",,12/20/2019 04:22:41,12/31/2154 23:59:59,20090-6019,101
D. C. TREASURER,Business;Remit to,V004936,"HRLA 1, PO BOX 37801
WASHINGTON, DC  20013",WASHINGTON,USA,,D. C. TREASURER,L000036350,DC,"HRLA 1, PO BOX 37801",,03/19/2018 14:43:55,12/31/2154 16:59:59,20013,101
D. C. TREASURER,Business;Remit to,V004936,"DOH-PHARMACY, PO BOX 37803
WASHINGTON, DC  20013",WASHINGTON,USA,,D. C. TREASURER,L000033686,DC,"DOH-PHARMACY, PO BOX 37803",,03/19/2018 14:32:42,12/31/2154 16:59:59,20013,101
DEKALB COUNTY PUBLIC WORKS-SANITATION,Business;Remit to,V004937,"3720 LEROY SCOTT DRIVE
DECATUR, GA  30032",DECATUR,USA,,DEKALB COUNTY PUBLIC WORKS-SANITATION,L000033687,GA,3720 LEROY SCOTT DRIVE,,12/20/2019 04:22:42,12/31/2154 23:59:59,30032,101
DELAWARE SECRETARY OF STATE,Business;Remit to,V004938,"DIVISION OF CORPORATIONS, PO BOX 11728
NEWARK, NJ  07101-4728",NEWARK,USA,,DELAWARE SECRETARY OF STATE,L000033689,NJ,"DIVISION OF CORPORATIONS, PO BOX 11728",,12/20/2019 04:22:43,12/31/2154 23:59:59,07101-4728,101
DENNIS SEMLER,Business;Remit to,V004940,"TULSA COUNTY TREASURER, PO BOX 21017
TULSA, OK  74121-1017",TULSA,USA,,DENNIS SEMLER,L000033692,OK,"TULSA COUNTY TREASURER, PO BOX 21017",,12/20/2019 04:22:46,12/31/2154 23:59:59,74121-1017,101
DEPARTMENT OF ENVIRONMENTAL PROTECTION,Remit to,V004941,"1200 PENNYSLVANIA AVENUE
WASHINGTON, DC  20460",WASHINGTON,USA,,DEPARTMENT OF ENVIRONMENTAL PROTECTION,L000048465,DC,1200 PENNYSLVANIA AVENUE,,10/17/2018 10:21:01,12/31/2154 16:59:59,20460,101
DEPARTMENT OF ENVIRONMENTAL PROTECTION,Business;Remit to,V004941,"13051 NORTH TELECOM PARKWAY
TEMPLE TERRACE, FL  33637",TEMPLE TERRACE,USA,,DEPARTMENT OF ENVIRONMENTAL PROTECTION,L000033694,FL,13051 NORTH TELECOM PARKWAY,,12/20/2019 04:22:47,12/31/2154 23:59:59,33637,101
DEPARTMENT OF ENVIRONMENTAL QUALITY,Business;Remit to,V004942,"PO BOX 2036
OKLAHOMA CITY, OK  73101",OKLAHOMA CITY,USA,,DEPARTMENT OF ENVIRONMENTAL QUALITY,L000033696,OK,PO BOX 2036,,12/20/2019 04:22:48,12/31/2154 23:59:59,73101,101
DEPARTMENT OF ENVIRONMENTAL RESOURCES MG,Business;Remit to,V004943,"PO BOX 12378
MIAMI, FL  33101-2378",MIAMI,USA,,DEPARTMENT OF ENVIRONMENTAL RESOURCES MG,L000033698,FL,PO BOX 12378,,12/20/2019 04:22:50,12/31/2154 23:59:59,33101-2378,101
DEPARTMENT OF FINANCE AND ADMINISTRATION,Business;Remit to,V004944,"P.O. BOX 9941
LITTLE ROCK, AR  72203-3861",LITTLE ROCK,USA,,DEPARTMENT OF FINANCE & ADMINISTRATION,L000051243,AR,P.O. BOX 9941,,12/19/2018 15:36:28,12/31/2154 16:59:59,72203-3861,101
